"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"sRNA77",28343.8241094564,-3.1265096792251,0.351421746458808,8.2172833011401e-20,1.06824682914821e-18
"sRNA87",2985.28140651149,1.77094651568617,0.3170704302903,5.971745663726e-09,3.8816346814219e-08
"sRNA84",1800663.81662845,-1.65397724611423,0.350039179274955,1.20095389590931e-07,3.99271793683077e-07
"sRNA103",94.4255572766617,-2.86453876563454,0.589095683667093,1.22852859594793e-07,3.99271793683077e-07
"sRNA40",8.37236989090588,-4.61839436757574,1.70231078254949,0.000426580579374125,0.000946492798803016
"sRNA21",117.718772793936,-1.42270731926604,0.443618392164574,0.000436842830216776,0.000946492798803016
"sRNA54",100.463828940353,1.37091280594031,0.480039224613586,0.00147031391394553,0.0027305829830417
"sRNA20",83.0642699181454,1.10309797310661,0.429776722743082,0.00481480709080547,0.00782406152255889
"sRNA29",190.386753895968,0.762663208030688,0.416211316801891,0.044305229069251,0.063996441988918
"sRNA76",1360.68507982295,-0.351221473713237,0.295487781898322,0.212406923463397,0.276129000502417
"sRNA30",37.4335262271272,0.507693193844486,0.532083212206162,0.265664599908163,0.31396725443692
"sRNA102",385.898702904381,0.201070980728999,0.345482123380903,0.538917327986481,0.583827105318687
"sRNA85",127.500688410406,0.111022245007849,0.375221665031674,0.752697440523493,0.752697440523493
